"SystemCodeNumber","t","Occupancy","Capacity","QueueSmoothed","TrafficLevel","IsSpecialDay","VehicleWeight","price","time","diff"
"Others-CCCPS202","2016-11-04T08:26:00.000000000","663","2937","1.0986122886681096","0","0","2.0","12.275046695917302","1752076790828","1"
"BHMNCPHST01","2016-11-04T09:33:00.000000000","553","1200","1.0986122886681096","0","0","0.5","11.385139477667387","1752076790828","1"
"Others-CCCPS135a","2016-11-04T14:26:00.000000000","2558","3883","1.791759469228055","1","0","1.0","11.904648727660641","1752076790828","1"
"Others-CCCPS135a","2016-11-04T08:26:00.000000000","1480","3883","1.0986122886681096","0","0","0.3","11.155454740780101","1752076790828","1"
"Others-CCCPS8","2016-11-04T08:00:00.000000000","310","1322","1.0986122886681096","0","0","2.0","12.283799336467187","1752076790828","1"
"Others-CCCPS98","2016-11-04T12:00:00.000000000","1018","3103","2.302585092994046","2","0","1.0","11.429362156551807","1752076790828","1"
"Others-CCCPS119a","2016-11-04T13:59:00.000000000","536","2803","1.791759469228055","1","0","1.0","11.437103423518773","1752076790828","1"
"Others-CCCPS98","2016-11-05T08:00:00.000000000","438","3103","1.0986122886681096","0","0","1.0","11.440459866538372","1752076791312","1"
"Others-CCCPS119a","2016-11-05T13:33:00.000000000","448","2803","2.0794415416798357","2","0","0.3","10.624549525745376","1752076791312","1"
"BHMBCCMKT01","2016-11-05T10:33:00.000000000","181","577","1.3862943611198906","1","0","1.0","11.356838688358906","1752076791312","1"
"Others-CCCPS202","2016-11-05T13:00:00.000000000","788","2937","2.302585092994046","2","0","1.0","11.369593533899135","1752076791312","1"
"Others-CCCPS119a","2016-11-05T12:06:00.000000000","376","2803","2.1972245773362196","2","0","1.0","11.182754279392332","1752076791312","1"
"Others-CCCPS8","2016-11-04T16:26:00.000000000","446","1322","1.0986122886681096","0","0","0.3","11.111673769144947","1752076791312","1"
"BHMNCPNST01","2016-11-04T16:26:00.000000000","198","485","0.6931471805599453","0","0","0.5","11.129821012960386","1752076791312","1"
"BHMMBMMBX01","2016-11-05T08:59:00.000000000","259","687","0.6931471805599453","0","0","1.0","11.473575045884047","1752076791312","1"
"BHMBCCTHL01","2016-11-04T16:26:00.000000000","196","387","1.3862943611198906","1","0","0.5","11.174607128880359","1752076791312","1"
"Others-CCCPS98","2016-11-05T12:06:00.000000000","666","3103","2.302585092994046","2","0","1.0","11.315923548752904","1752076791312","1"
"Others-CCCPS8","2016-11-05T08:59:00.000000000","281","1322","1.0986122886681096","0","0","1.0","11.51186287655796","1752076791312","1"
"BHMMBMMBX01","2016-11-05T09:59:00.000000000","278","687","1.0986122886681096","0","0","1.0","11.703964077376268","1752076791312","1"
"BHMMBMMBX01","2016-11-04T16:00:00.000000000","461","687","1.0986122886681096","0","0","1.0","11.970339623227794","1752076791312","1"
"Others-CCCPS202","2016-11-05T09:59:00.000000000","529","2937","1.3862943611198906","1","0","0.5","10.848262944945372","1752076791312","1"
"BHMBCCTHL01","2016-11-05T13:00:00.000000000","303","387","1.791759469228055","1","0","1.0","12.028825471048137","1752076791312","1"
"Others-CCCPS8","2016-11-05T12:26:00.000000000","644","1322","2.1972245773362196","2","0","0.5","11.16075298458339","1752076791312","1"
"BHMNCPHST01","2016-11-04T16:26:00.000000000","483","1200","1.3862943611198906","0","0","2.0","12.595647180559945","1752076791312","1"
"Others-CCCPS119a","2016-11-05T09:26:00.000000000","122","2803","1.0986122886681096","0","0","1.0","11.342830939196702","1752076791312","1"
"Shopping","2016-11-05T09:59:00.000000000","468","1920","1.0986122886681096","0","0","0.3","11.018056144334054","1752076791312","1"
"BHMNCPNST01","2016-11-05T09:26:00.000000000","176","485","1.0986122886681096","0","0","1.0","11.6621927422722","1752076791312","1"
"BHMNCPNST01","2016-11-05T08:59:00.000000000","171","485","1.0986122886681096","1","0","2.0","12.001883463921683","1752076791312","1"
"Others-CCCPS98","2016-11-04T16:00:00.000000000","900","3103","1.3862943611198906","0","0","0.5","11.358189075500324","1752076791312","1"
"Shopping","2016-11-05T08:26:00.000000000","335","1920","1.0986122886681096","0","0","2.0","12.223785311000722","1752076791312","1"
"BHMNCPHST01","2016-11-05T08:26:00.000000000","163","1200","1.0986122886681096","1","0","1.0","11.03513947766739","1752076791312","1"
"Others-CCCPS98","2016-11-04T16:26:00.000000000","866","3103","1.0986122886681096","0","0","2.0","12.32839090102113","1752076791312","1"
"Others-CCCPS8","2016-11-05T08:00:00.000000000","224","1322","1.0986122886681096","0","0","2.0","12.218746386391544","1752076791312","1"
"BHMEURBRD01","2016-11-05T08:26:00.000000000","96","470","0.6931471805599453","0","0","1.0","11.300828909428908","1752076791312","1"
"Broad Street","2016-11-05T10:59:00.000000000","220","690","1.3862943611198906","1","0","1.0","11.36198776027009","1752076791312","1"
"Others-CCCPS135a","2016-11-05T12:06:00.000000000","1149","3883","2.302585092994046","2","0","1.0","11.397197774413584","1752076791312","1"
"BHMNCPHST01","2016-11-05T13:33:00.000000000","455","1200","2.0794415416798357","2","0","1.0","11.368887437506585","1752076791312","1"
"Broad Street","2016-11-05T12:26:00.000000000","251","690","2.1972245773362196","2","0","1.0","11.412380404610138","1752076791312","1"
"BHMNCPHST01","2016-11-04T16:00:00.000000000","550","1200","1.3862943611198906","1","0","1.0","11.501480513893279","1752076791312","1"
"Others-CCCPS98","2016-11-05T13:33:00.000000000","849","3103","2.302585092994046","2","0","1.0","11.374898734057448","1752076791312","1"
"BHMEURBRD01","2016-11-05T13:33:00.000000000","202","470","1.9459101490553132","2","0","2.0","12.102742308570209","1752076791312","1"
"Others-CCCPS135a","2016-11-05T11:26:00.000000000","1055","3883","1.9459101490553132","1","0","1.0","11.594652215913184","1752076791312","1"
"Others-CCCPS135a","2016-11-04T16:26:00.000000000","1846","3883","1.0986122886681096","0","0","0.5","11.399711758549866","1752076791312","1"
"Others-CCCPS119a","2016-11-05T09:59:00.000000000","183","2803","1.0986122886681096","0","0","0.5","10.989593336628026","1752076791312","1"
"BHMEURBRD01","2016-11-05T08:59:00.000000000","106","470","0.6931471805599453","0","0","1.0","11.322105505173589","1752076791312","1"
"Others-CCCPS98","2016-11-05T08:26:00.000000000","437","3103","1.0986122886681096","0","0","0.3","10.915137597766218","1752076791312","1"
"Broad Street","2016-11-05T11:26:00.000000000","220","690","1.6094379124341003","1","0","0.3","10.948559535927195","1752076791312","1"
"BHMNCPNST01","2016-11-05T08:26:00.000000000","170","485","1.0986122886681096","0","0","1.0","11.64982160825158","1752076791312","1"
"Others-CCCPS135a","2016-11-05T09:26:00.000000000","763","3883","1.3862943611198906","0","0","0.3","11.11464473399801","1752076791312","1"
"BHMNCPHST01","2016-11-05T12:06:00.000000000","365","1200","2.302585092994046","2","0","0.3","10.88045921316369","1752076791312","1"
"Others-CCCPS202","2016-11-05T08:00:00.000000000","364","2937","1.0986122886681096","0","0","0.3","10.898242133438583","1752076791312","1"
"Others-CCCPS135a","2016-11-05T08:59:00.000000000","693","3883","1.0986122886681096","0","0","0.3","10.952776399291562","1752076791312","1"
"BHMEURBRD01","2016-11-05T11:26:00.000000000","155","470","1.6094379124341003","1","0","0.5","11.109506190259603","1752076791312","1"
"BHMNCPHST01","2016-11-05T11:26:00.000000000","333","1200","1.791759469228055","1","0","0.3","10.998379734614028","1752076791312","1"
"Broad Street","2016-11-05T08:00:00.000000000","153","690","0.6931471805599453","0","0","1.0","11.318312720714756","1752076791312","1"
"Broad Street","2016-11-04T16:26:00.000000000","526","690","1.0986122886681096","0","0","0.5","11.686624984913765","1752076791312","1"
"Others-CCCPS8","2016-11-05T13:00:00.000000000","694","1322","2.0794415416798357","2","0","0.5","11.139682949357317","1752076791312","1"
"BHMNCPNST01","2016-11-04T16:00:00.000000000","214","485","0.6931471805599453","0","0","1.0","11.537810703682034","1752076791312","1"
"Others-CCCPS8","2016-11-05T11:26:00.000000000","516","1322","2.1972245773362196","2","0","1.0","11.438929989121966","1752076791312","1"
"Others-CCCPS135a","2016-11-05T13:33:00.000000000","1343","3883","2.302585092994046","2","0","2.0","12.197159144488268","1752076791312","1"
"Others-CCCPS105a","2016-11-05T12:06:00.000000000","975","2009","2.0794415416798357","1","0","0.5","11.500036848490492","1752076791312","1"
"BHMNCPHST01","2016-11-05T10:59:00.000000000","297","1200","1.6094379124341003","1","0","1.0","11.40221895621705","1752076791312","1"
"BHMNCPHST01","2016-11-05T10:33:00.000000000","274","1200","1.6094379124341003","1","0","1.0","11.383052289550385","1752076791312","1"
"BHMMBMMBX01","2016-11-04T15:26:00.000000000","489","687","1.3862943611198906","0","0","0.5","11.779937573573045","1752076791312","1"
"BHMNCPHST01","2016-11-05T09:26:00.000000000","223","1200","0.6931471805599453","0","0","1.0","11.282406923613307","1752076791312","1"
"Others-CCCPS105a","2016-11-04T16:00:00.000000000","936","2009","1.0986122886681096","0","0","1.0","11.765209578878604","1752076791312","1"
"BHMBCCTHL01","2016-11-05T08:26:00.000000000","50","387","1.0986122886681096","0","0","1.0","11.428505110742325","1752076791312","1"
"Broad Street","2016-11-05T10:33:00.000000000","212","690","1.6094379124341003","1","0","1.0","11.461965333028646","1752076791312","1"
"Shopping","2016-11-05T10:59:00.000000000","551","1920","1.6094379124341003","1","0","0.3","10.916698122883716","1752076791312","1"
"Shopping","2016-11-05T08:59:00.000000000","384","1920","1.0986122886681096","0","0","1.0","11.499306144334053","1752076791312","1"
"Others-CCCPS202","2016-11-05T12:26:00.000000000","752","2937","2.302585092994046","2","0","0.5","10.9823361283833","1752076791312","1"
"Others-CCCPS98","2016-11-05T09:26:00.000000000","451","3103","1.0986122886681096","0","0","1.0","11.444649360576399","1752076791312","1"
"Others-CCCPS98","2016-11-05T12:26:00.000000000","694","3103","2.302585092994046","2","0","2.0","12.074947074373272","1752076791312","1"
"Others-CCCPS135a","2016-11-04T16:00:00.000000000","2105","3883","1.3862943611198906","0","0","0.3","11.460253799153817","1752076791312","1"
"Others-CCCPS98","2016-11-05T08:59:00.000000000","441","3103","1.0986122886681096","0","0","0.5","11.066426672854842","1752076791312","1"
"Others-CCCPS119a","2016-11-05T11:26:00.000000000","314","2803","1.791759469228055","1","0","0.5","10.9829025672933","1752076791312","1"
"BHMBCCMKT01","2016-11-05T12:06:00.000000000","278","577","2.1972245773362196","2","0","1.0","11.530414715011263","1752076791312","1"
"BHMNCPHST01","2016-11-05T13:59:00.000000000","460","1200","1.791759469228055","1","0","1.0","11.629213067947362","1752076791312","1"
"BHMBCCTHL01","2016-11-05T12:26:00.000000000","282","387","2.1972245773362196","2","0","1.0","11.777294459210745","1752076791312","1"
"Others-CCCPS105a","2016-11-04T16:26:00.000000000","882","2009","1.0986122886681096","0","0","0.5","11.363330534577958","1752076791312","1"
"BHMMBMMBX01","2016-11-05T13:33:00.000000000","467","687","2.0794415416798357","2","0","2.0","12.419487874187807","1752076791312","1"
"Others-CCCPS105a","2016-11-05T08:26:00.000000000","494","2009","1.0986122886681096","0","0","1.0","11.54519962367701","1752076791312","1"
"BHMNCPNST01","2016-11-05T13:59:00.000000000","261","485","2.0794415416798357","2","0","1.0","11.527865100736825","1752076791312","1"
"BHMBCCMKT01","2016-11-05T08:26:00.000000000","48","577","0.6931471805599453","0","0","0.5","10.804762498425553","1752076791312","1"
"Others-CCCPS119a","2016-11-05T08:00:00.000000000","51","2803","0.6931471805599453","0","0","2.0","11.864768381575013","1752076791312","1"
"BHMBCCMKT01","2016-11-04T16:26:00.000000000","119","577","0.6931471805599453","0","0","0.5","10.92781275839089","1752076791312","1"
"BHMEURBRD01","2016-11-05T12:26:00.000000000","181","470","2.0794415416798357","2","0","0.3","10.84982715381864","1752076791312","1"
"Others-CCCPS202","2016-11-05T13:33:00.000000000","857","2937","2.1972245773362196","2","0","1.0","11.340406636642232","1752076791312","1"
"BHMNCPHST01","2016-11-05T08:00:00.000000000","150","1200","0.6931471805599453","0","0","0.3","10.696573590279971","1752076791312","1"
"BHMEURBRD01","2016-11-05T09:26:00.000000000","111","470","1.0986122886681096","1","0","0.5","10.760476357100012","1752076791312","1"
"Others-CCCPS98","2016-11-05T11:26:00.000000000","583","3103","1.791759469228055","1","0","1.0","11.433762428780962","1752076791312","1"
"Others-CCCPS135a","2016-11-05T09:59:00.000000000","843","3883","1.0986122886681096","0","0","2.0","12.26640632460704","1752076791312","1"
"BHMMBMMBX01","2016-11-05T12:26:00.000000000","379","687","1.791759469228055","1","0","1.0","11.797553679301071","1752076791312","1"
"Others-CCCPS202","2016-11-05T12:06:00.000000000","735","2937","2.302585092994046","2","0","1.0","11.351547909111936","1752076791312","1"
"Others-CCCPS202","2016-11-05T10:33:00.000000000","583","2937","1.6094379124341003","1","0","0.5","10.978220828876227","1752076791312","1"
"BHMEURBRD01","2016-11-04T16:00:00.000000000","392","470","1.0986122886681096","0","0","1.0","12.133348697525543","1752076791312","1"
"Others-CCCPS119a","2016-11-05T12:26:00.000000000","378","2803","2.1972245773362196","2","0","1.0","11.18346780061959","1752076791312","1"
"Others-CCCPS119a","2016-11-05T10:59:00.000000000","269","2803","1.6094379124341003","1","0","1.0","11.250687561283051","1752076791312","1"
"Others-CCCPS135a","2016-11-05T13:00:00.000000000","1301","3883","2.1972245773362196","2","0","1.0","11.38366250757102","1752076791312","1"
"Others-CCCPS105a","2016-11-05T10:59:00.000000000","765","2009","1.9459101490553132","2","0","0.5","10.92874153545349","1752076791312","1"
"BHMNCPNST01","2016-11-05T10:59:00.000000000","186","485","1.3862943611198906","1","0","1.0","11.42665233519912","1752076791312","1"
"Others-CCCPS202","2016-11-05T11:26:00.000000000","643","2937","1.9459101490553132","1","0","0.3","11.016885956379888","1752076791312","1"
"Broad Street","2016-11-05T09:59:00.000000000","190","690","1.0986122886681096","0","0","1.0","11.574668463174635","1752076791312","1"
"BHMNCPHST01","2016-11-05T08:59:00.000000000","195","1200","0.6931471805599453","0","0","1.0","11.259073590279973","1752076791312","1"
"BHMNCPNST01","2016-11-05T10:33:00.000000000","179","485","1.791759469228055","2","0","1.0","11.214951899562482","1752076791312","1"
"Shopping","2016-11-05T12:06:00.000000000","664","1920","2.1972245773362196","2","0","0.5","11.019445622001442","1752076791312","1"
"BHMBCCTHL01","2016-11-05T10:33:00.000000000","192","387","1.3862943611198906","1","0","1.0","11.539271211567696","1752076791312","1"
"BHMBCCMKT01","2016-11-05T12:26:00.000000000","288","577","2.0794415416798357","2","0","1.0","11.4888542197134","1752076791312","1"
"BHMNCPNST01","2016-11-05T12:06:00.000000000","208","485","1.9459101490553132","2","0","0.3","10.8268210539091","1752076791312","1"
"Others-CCCPS202","2016-11-05T10:59:00.000000000","610","2937","1.791759469228055","1","0","1.0","11.453574661410077","1752076791312","1"
"Shopping","2016-11-05T12:26:00.000000000","709","1920","2.302585092994046","2","0","1.0","11.470563379830356","1752076791312","1"
"Others-CCCPS8","2016-11-05T12:06:00.000000000","615","1322","2.1972245773362196","2","0","1.0","11.51381652467416","1752076791312","1"
"BHMMBMMBX01","2016-11-05T10:33:00.000000000","290","687","1.6094379124341003","1","0","2.0","12.326844138167559","1752076791312","1"
"BHMBCCMKT01","2016-11-05T13:00:00.000000000","331","577","2.0794415416798357","2","0","0.5","11.188377616593817","1752076791312","1"
"Broad Street","2016-11-05T08:26:00.000000000","154","690","1.0986122886681096","0","0","0.3","10.997494550131158","1752076791312","1"
"BHMMBMMBX01","2016-11-05T13:59:00.000000000","500","687","1.9459101490553132","1","0","1.0","12.050757112373363","1752076791312","1"
"Broad Street","2016-11-05T13:33:00.000000000","275","690","1.9459101490553132","2","0","0.3","10.796505799165336","1752076791312","1"
"Others-CCCPS119a","2016-11-05T08:59:00.000000000","93","2803","1.0986122886681096","0","0","1.0","11.332484881401484","1752076791312","1"
"BHMBCCMKT01","2016-11-05T11:26:00.000000000","243","577","1.791759469228055","1","0","1.0","11.667023582101027","1752076791312","1"
"BHMMBMMBX01","2016-11-05T09:26:00.000000000","263","687","1.3862943611198906","0","0","0.3","11.300971052466785","1752076791312","1"
"Others-CCCPS8","2016-11-05T09:26:00.000000000","326","1322","1.0986122886681096","0","0","0.3","11.020902210899862","1752076791312","1"
"BHMMBMMBX01","2016-11-05T10:59:00.000000000","306","687","1.6094379124341003","1","0","2.0","12.350133803378622","1752076791312","1"
"Others-CCCPS105a","2016-11-05T13:33:00.000000000","1223","2009","2.302585092994046","2","0","0.5","11.335053123898716","1752076791312","1"
"BHMBCCTHL01","2016-11-05T10:59:00.000000000","204","387","1.6094379124341003","1","0","0.5","11.306850739162787","1752076791312","1"
"BHMBCCMKT01","2016-11-05T08:59:00.000000000","59","577","0.6931471805599453","0","0","1.0","11.198826623208916","1752076791312","1"
"Others-CCCPS8","2016-11-05T10:33:00.000000000","434","1322","1.9459101490553132","2","0","1.0","11.251245543514042","1752076791312","1"
"BHMBCCMKT01","2016-11-05T08:00:00.000000000","43","577","1.0986122886681096","1","0","1.0","10.97382954121447","1752076791312","1"
"BHMEURBRD01","2016-11-05T09:59:00.000000000","122","470","1.0986122886681096","1","0","1.0","11.158880612419162","1752076791312","1"
"Shopping","2016-11-05T10:33:00.000000000","516","1920","1.6094379124341003","1","0","1.0","11.42346895621705","1752076791312","1"
"Others-CCCPS202","2016-11-05T09:26:00.000000000","463","2937","1.0986122886681096","0","0","1.0","11.456949998607122","1752076791312","1"
"Broad Street","2016-11-05T13:00:00.000000000","255","690","1.791759469228055","1","0","1.0","11.615444952005332","1752076791312","1"
"BHMNCPNST01","2016-11-05T12:20:00.000000000","217","485","2.0794415416798357","2","0","0.5","11.06214345125229","1752076791312","1"
"Others-CCCPS135a","2016-11-05T08:00:00.000000000","571","3883","1.0986122886681096","0","0","1.0","11.446357393368308","1752076791312","1"
"Others-CCCPS8","2016-11-04T15:26:00.000000000","514","1322","1.3862943611198906","0","0","2.0","12.581952021709718","1752076791312","1"
"Shopping","2016-11-05T13:00:00.000000000","761","1920","2.1972245773362196","2","0","0.3","10.919966455334775","1752076791312","1"
"Others-CCCPS105a","2016-11-05T10:33:00.000000000","724","2009","1.791759469228055","1","0","1.0","11.606258032274555","1752076791312","1"
"Others-CCCPS8","2016-11-05T09:59:00.000000000","385","1322","1.0986122886681096","0","0","1.0","11.590531560370362","1752076791312","1"
"BHMNCPHST01","2016-11-05T12:26:00.000000000","391","1200","2.1972245773362196","2","0","1.0","11.374445622001444","1752076791312","1"
"Others-CCCPS105a","2016-11-05T13:00:00.000000000","1097","2009","2.302585092994046","2","0","1.0","11.647335353863873","1752076791312","1"
"BHMBCCTHL01","2016-11-05T13:33:00.000000000","324","387","1.9459101490553132","2","0","1.0","11.760164376853236","1752076791312","1"
"BHMNCPNST01","2016-11-05T13:33:00.000000000","258","485","2.0794415416798357","2","0","1.0","11.521679533726516","1752076791312","1"
"Others-CCCPS8","2016-11-05T10:59:00.000000000","459","1322","1.791759469228055","2","0","1.0","11.193080944901471","1752076791312","1"
"BHMBCCTHL01","2016-11-05T08:59:00.000000000","82","387","1.0986122886681096","0","0","0.5","11.136192449243616","1752076791312","1"
"Others-CCCPS105a","2016-11-05T09:59:00.000000000","663","2009","1.0986122886681096","0","0","1.0","11.629321077136442","1752076791312","1"
"Shopping","2016-11-05T13:33:00.000000000","788","1920","2.1972245773362196","2","0","2.0","12.209028955334777","1752076791312","1"
"Others-CCCPS135a","2016-11-05T12:26:00.000000000","1226","3883","2.302585092994046","2","0","1.0","11.417027802742194","1752076791312","1"
"BHMEURBRD01","2016-11-05T10:59:00.000000000","152","470","1.3862943611198906","1","0","1.0","11.366551435879096","1752076791312","1"
"Others-CCCPS202","2016-11-04T16:00:00.000000000","984","2937","1.0986122886681096","0","0","1.0","11.634341895100142","1752076791312","1"
"BHMNCPHST01","2016-11-05T13:00:00.000000000","429","1200","2.0794415416798357","2","0","1.0","11.347220770839918","1752076791312","1"
"Others-CCCPS105a","2016-11-05T08:00:00.000000000","478","2009","1.0986122886681096","0","0","0.5","11.162235462402744","1752076791312","1"
"Others-CCCPS105a","2016-11-05T11:26:00.000000000","834","2009","1.9459101490553132","1","0","1.0","11.738086980948761","1752076791312","1"
"BHMMBMMBX01","2016-11-05T13:00:00.000000000","403","687","2.0794415416798357","2","0","1.0","11.576329213343557","1752076791312","1"
"Broad Street","2016-11-05T09:26:00.000000000","177","690","1.0986122886681096","0","0","1.0","11.555827883464488","1752076791312","1"
"Others-CCCPS119a","2016-11-04T16:00:00.000000000","426","2803","1.0986122886681096","1","0","0.3","10.526286165739691","1752076791312","1"
"BHMBCCTHL01","2016-11-05T09:26:00.000000000","110","387","1.0986122886681096","1","0","0.5","10.808543870432246","1752076791312","1"
"BHMMBMMBX01","2016-11-05T12:06:00.000000000","360","687","2.1972245773362196","2","0","1.0","11.572629755917019","1752076791312","1"
"BHMNCPHST01","2016-11-05T09:59:00.000000000","245","1200","1.0986122886681096","0","0","0.3","10.97847281100072","1752076791312","1"
"Shopping","2016-11-05T11:26:00.000000000","604","1920","1.791759469228055","1","0","1.0","11.560463067947362","1752076791312","1"
"Others-CCCPS105a","2016-11-05T08:59:00.000000000","540","2009","1.0986122886681096","0","0","1.0","11.568096587340527","1752076791312","1"
"Others-CCCPS202","2016-11-05T08:59:00.000000000","423","2937","1.0986122886681096","0","0","1.0","11.443330659145087","1752076791312","1"
"Others-CCCPS119a","2016-11-05T10:33:00.000000000","239","2803","1.3862943611198906","1","0","1.0","11.128412967217098","1752076791312","1"
"Broad Street","2016-11-05T12:06:00.000000000","249","690","2.0794415416798357","2","0","0.5","10.97559033605731","1752076791312","1"
"Others-CCCPS98","2016-11-05T10:59:00.000000000","557","3103","1.9459101490553132","2","0","0.3","10.577458780618535","1752076791312","1"
"BHMNCPNST01","2016-11-05T13:00:00.000000000","230","485","1.9459101490553132","2","0","0.5","11.022181878651367","1752076791312","1"
"BHMBCCTHL01","2016-11-05T11:26:00.000000000","236","387","1.791759469228055","1","0","1.0","11.855698856061057","1752076791312","1"
"BHMEURBRD01","2016-11-05T10:33:00.000000000","143","470","1.791759469228055","2","0","1.0","11.150135053762964","1752076791312","1"
"Broad Street","2016-11-04T16:00:00.000000000","565","690","1.0986122886681096","0","0","0.3","11.5931467240442","1752076791312","1"
"BHMEURBRD01","2016-11-04T16:26:00.000000000","369","470","1.0986122886681096","1","0","1.0","11.684412527312777","1752076791312","1"
"BHMEURBRD01","2016-11-05T08:00:00.000000000","96","470","1.0986122886681096","1","0","1.0","11.103561463482992","1752076791312","1"
"BHMBCCMKT01","2016-11-05T10:59:00.000000000","224","577","1.6094379124341003","1","0","0.5","11.167933860896426","1752076791312","1"
"Others-CCCPS135a","2016-11-05T10:59:00.000000000","992","3883","1.791759469228055","1","0","1.0","11.501352307367053","1752076791312","1"
"Others-CCCPS8","2016-11-04T16:00:00.000000000","475","1322","1.0986122886681096","0","0","0.5","11.283610229054176","1752076791312","1"
"Shopping","2016-11-05T09:26:00.000000000","430","1920","1.3862943611198906","0","0","1.0","11.66710551389328","1752076791312","1"
"BHMBCCTHL01","2016-11-04T16:00:00.000000000","201","387","1.0986122886681096","0","0","0.5","11.443685989295297","1752076791312","1"
"Others-CCCPS202","2016-11-04T16:26:00.000000000","920","2937","1.0986122886681096","0","0","1.0","11.612550951960884","1752076791312","1"
"Shopping","2016-11-04T16:26:00.000000000","865","1920","1.0986122886681096","0","0","1.0","11.749826977667388","1752076791312","1"
"BHMBCCTHL01","2016-11-05T09:59:00.000000000","162","387","1.0986122886681096","0","0","1.0","11.717910795496847","1752076791312","1"
"BHMBCCMKT01","2016-11-05T13:33:00.000000000","351","577","2.0794415416798357","2","0","1.0","11.598039661654475","1752076791312","1"
"Broad Street","2016-11-05T08:59:00.000000000","170","690","1.0986122886681096","1","0","1.0","11.145682955928258","1752076791312","1"
"BHMBCCMKT01","2016-11-05T09:26:00.000000000","90","577","1.0986122886681096","0","0","1.0","11.455285347107019","1752076791312","1"
"Others-CCCPS8","2016-11-05T13:33:00.000000000","756","1322","2.302585092994046","2","0","1.0","11.673153363441047","1752076791312","1"
"Shopping","2016-11-04T16:00:00.000000000","975","1920","1.0986122886681096","0","0","2.0","12.557118644334055","1752076791312","1"
"BHMNCPNST01","2016-11-05T11:26:00.000000000","187","485","1.6094379124341003","1","0","0.5","11.165285966526328","1752076791312","1"
"BHMNCPNST01","2016-11-05T09:59:00.000000000","177","485","1.0986122886681096","0","0","0.5","11.289254597942302","1752076791312","1"
"Others-CCCPS98","2016-11-05T09:59:00.000000000","476","3103","1.3862943611198906","0","0","1.0","11.59654711610619","1752076791312","1"
"Others-CCCPS135a","2016-11-05T08:26:00.000000000","612","3883","1.0986122886681096","0","0","0.3","10.931916239621204","1752076791312","1"
"Others-CCCPS202","2016-11-05T08:26:00.000000000","374","2937","1.0986122886681096","0","0","1.0","11.426646968304093","1752076791312","1"
"BHMBCCMKT01","2016-11-04T16:00:00.000000000","136","577","1.0986122886681096","0","0","1.0","11.535008050746534","1752076791312","1"
"BHMMBMMBX01","2016-11-05T11:26:00.000000000","318","687","1.791759469228055","1","0","1.0","11.708761830683896","1752076791312","1"
"Others-CCCPS8","2016-11-05T08:26:00.000000000","238","1322","1.0986122886681096","0","0","0.5","11.104336401520136","1752076791312","1"
"Others-CCCPS135a","2016-11-05T10:33:00.000000000","927","3883","1.6094379124341003","1","0","1.0","11.393451894666702","1752076791312","1"
"BHMMBMMBX01","2016-11-05T08:26:00.000000000","256","687","1.0986122886681096","0","0","2.0","12.421940787711057","1752076791312","1"
"BHMBCCTHL01","2016-11-05T12:06:00.000000000","278","387","2.0794415416798357","2","0","1.0","11.708067024069893","1752076791312","1"
"Shopping","2016-11-05T08:00:00.000000000","317","1920","1.0986122886681096","0","0","0.5","11.08941031100072","1752076791312","1"
"BHMBCCTHL01","2016-11-05T08:00:00.000000000","39","387","0.6931471805599453","0","0","1.0","11.197348784078422","1752076791312","1"
"Others-CCCPS98","2016-11-05T10:33:00.000000000","516","3103","1.9459101490553132","2","0","1.0","11.08924576096014","1752076791312","1"
"BHMEURBRD01","2016-11-05T12:06:00.000000000","180","470","1.9459101490553132","2","0","1.0","11.305933797931914","1752076791312","1"
"BHMBCCMKT01","2016-11-05T09:59:00.000000000","135","577","0.6931471805599453","0","0","1.0","11.330542394439417","1752076791312","1"
"BHMMBMMBX01","2016-11-05T08:00:00.000000000","254","687","1.0986122886681096","1","0","1.0","11.269029579559673","1752076791312","1"
"BHMMBMMBX01","2016-11-04T16:26:00.000000000","436","687","1.3862943611198906","1","0","1.0","11.677790557561401","1752076791312","1"
"Others-CCCPS119a","2016-11-05T08:26:00.000000000","61","2803","0.6931471805599453","0","0","1.0","11.118335987711296","1752076791312","1"
"BHMEURBRD01","2016-11-05T13:00:00.000000000","184","470","1.6094379124341003","1","0","1.0","11.546208317919177","1752076791312","1"
"Others-CCCPS119a","2016-11-04T16:26:00.000000000","428","2803","1.0986122886681096","0","0","2.0","12.20199968696695","1752076791312","1"
"Others-CCCPS119a","2016-11-05T13:00:00.000000000","417","2803","2.1972245773362196","2","0","1.0","11.197381464551093","1752076791312","1"
"Others-CCCPS105a","2016-11-05T12:26:00.000000000","1023","2009","2.302585092994046","2","0","0.5","11.235501107970393","1752076791312","1"
"Others-CCCPS98","2016-11-05T13:00:00.000000000","747","3103","2.0794415416798357","2","0","1.0","11.230455543640435","1752076791312","1"
"BHMNCPNST01","2016-11-05T08:00:00.000000000","172","485","1.0986122886681096","0","0","0.3","11.128945319591788","1752076791312","1"
"Others-CCCPS105a","2016-11-05T09:26:00.000000000","589","2009","1.0986122886681096","0","0","1.0","11.592486831242965","1752076791312","1"
"BHMEURBRD01","2016-11-06T12:26:00.000000000","112","470","2.302585092994046","2","1","1.0","11.83959041883745","1752076791886","1"
"Broad Street","2016-11-06T11:59:00.000000000","139","690","2.1972245773362196","2","1","2.0","12.500061564030428","1752076791886","1"
