"SystemCodeNumber","t","Occupancy","Capacity","price","time","diff"
"BHMEURBRD01","2016-11-19T13:04:00.000000000","181","470","10.385106382978723","1752071972482","1"
"BHMNCPNST01","2016-11-19T14:04:00.000000000","382","485","10.787628865979382","1752071972482","1"
"BHMEURBRD01","2016-11-19T15:04:00.000000000","255","470","10.542553191489361","1752071972482","1"
"BHMBCCTHL01","2016-11-19T15:04:00.000000000","388","387","11.002583979328165","1752071972482","1"
"BHMMBMMBX01","2016-11-19T15:04:00.000000000","563","687","10.819505094614264","1752071972482","1"
"BHMMBMMBX01","2016-11-19T12:31:00.000000000","411","687","10.59825327510917","1752071972482","1"
"Others-CCCPS98","2016-11-19T15:04:00.000000000","1139","3103","10.367064131485659","1752071972482","1"
"Others-CCCPS8","2016-11-19T12:31:00.000000000","842","1322","10.636913767019667","1752071972482","1"
"Others-CCCPS119a","2016-11-19T14:31:00.000000000","549","2803","10.195861576881912","1752071972482","1"
"Others-CCCPS105a","2016-11-19T15:04:00.000000000","1578","2009","10.785465405674465","1752071972482","1"
"Others-CCCPS135a","2016-11-19T13:04:00.000000000","1991","3883","10.512747875354108","1752071972482","1"
"BHMEURBRD01","2016-11-19T12:31:00.000000000","178","470","10.37872340425532","1752071972482","1"
"Shopping","2016-11-19T13:04:00.000000000","1107","1920","10.5765625","1752071972482","1"
"Shopping","2016-11-19T12:04:00.000000000","924","1920","10.48125","1752071972482","1"
"BHMNCPHST01","2016-11-19T15:31:00.000000000","612","1200","10.51","1752071972482","1"
"Others-CCCPS135a","2016-11-19T14:31:00.000000000","2136","3883","10.550090136492402","1752071972482","1"
"BHMMBMMBX01","2016-11-19T13:04:00.000000000","444","687","10.646288209606986","1752071972482","1"
"Others-CCCPS98","2016-11-19T12:31:00.000000000","840","3103","10.270705768611021","1752071972482","1"
"Others-CCCPS119a","2016-11-19T12:31:00.000000000","545","2803","10.1944345344274","1752071972482","1"
"BHMEURBRD01","2016-11-19T13:31:00.000000000","196","470","10.417021276595746","1752071972482","1"
"BHMBCCTHL01","2016-11-19T12:31:00.000000000","402","387","11.03875968992248","1752071972482","1"
"Others-CCCPS202","2016-11-19T13:31:00.000000000","983","2937","10.334695267279537","1752071972482","1"
"Others-CCCPS202","2016-11-19T11:31:00.000000000","806","2937","10.274429690160026","1752071972482","1"
"BHMBCCTHL01","2016-11-19T14:04:00.000000000","402","387","11.03875968992248","1752071972482","1"
"BHMEURBRD01","2016-11-19T15:31:00.000000000","255","470","10.542553191489361","1752071972482","1"
"BHMBCCMKT01","2016-11-19T11:31:00.000000000","269","577","10.466204506065857","1752071972482","1"
"BHMMBMMBX01","2016-11-19T12:04:00.000000000","384","687","10.558951965065502","1752071972482","1"
"BHMBCCTHL01","2016-11-19T14:31:00.000000000","399","387","11.031007751937985","1752071972482","1"
"BHMNCPHST01","2016-11-19T14:04:00.000000000","576","1200","10.48","1752071972482","1"
"BHMNCPNST01","2016-11-19T13:31:00.000000000","341","485","10.703092783505154","1752071972482","1"
"Broad Street","2016-11-19T15:04:00.000000000","308","690","10.446376811594202","1752071972482","1"
"BHMBCCTHL01","2016-11-19T13:04:00.000000000","399","387","11.031007751937985","1752071972482","1"
"Others-CCCPS135a","2016-11-19T15:04:00.000000000","2147","3883","10.552922997682204","1752071972482","1"
"Others-CCCPS105a","2016-11-19T15:31:00.000000000","1578","2009","10.785465405674465","1752071972482","1"
"BHMNCPHST01","2016-11-19T12:04:00.000000000","412","1200","10.343333333333334","1752071972482","1"
"Others-CCCPS105a","2016-11-19T13:04:00.000000000","1323","2009","10.658536585365853","1752071972482","1"
"Broad Street","2016-11-19T13:31:00.000000000","240","690","10.347826086956522","1752071972482","1"
"Shopping","2016-11-19T12:31:00.000000000","1014","1920","10.528125","1752071972482","1"
"Others-CCCPS119a","2016-11-19T15:04:00.000000000","551","2803","10.196575098109168","1752071972482","1"
"BHMEURBRD01","2016-11-19T14:31:00.000000000","240","470","10.51063829787234","1752071972482","1"
"Others-CCCPS8","2016-11-19T14:04:00.000000000","988","1322","10.747352496217852","1752071972482","1"
"BHMEURBRD01","2016-11-19T12:04:00.000000000","170","470","10.361702127659575","1752071972482","1"
"BHMBCCMKT01","2016-11-19T13:04:00.000000000","400","577","10.693240901213171","1752071972482","1"
"BHMNCPHST01","2016-11-19T15:04:00.000000000","613","1200","10.510833333333334","1752071972482","1"
"Others-CCCPS98","2016-11-19T13:31:00.000000000","962","3103","10.310022558814051","1752071972482","1"
"BHMBCCTHL01","2016-11-19T12:04:00.000000000","402","387","11.03875968992248","1752071972482","1"
"Others-CCCPS135a","2016-11-19T12:04:00.000000000","1692","3883","10.435745557558588","1752071972482","1"
"BHMMBMMBX01","2016-11-19T15:31:00.000000000","555","687","10.807860262008735","1752071972482","1"
"BHMEURBRD01","2016-11-19T14:04:00.000000000","228","470","10.485106382978723","1752071972482","1"
"Others-CCCPS135a","2016-11-19T12:31:00.000000000","1835","3883","10.47257275302601","1752071972482","1"
"Others-CCCPS135a","2016-11-19T13:31:00.000000000","2053","3883","10.528714911151171","1752071972482","1"
"Others-CCCPS98","2016-11-19T14:04:00.000000000","1056","3103","10.340315823396713","1752071972482","1"
"Others-CCCPS8","2016-11-19T15:04:00.000000000","1015","1322","10.767776096822995","1752071972482","1"
"Shopping","2016-11-19T15:31:00.000000000","1195","1920","10.622395833333334","1752071972482","1"
"Broad Street","2016-11-19T14:31:00.000000000","288","690","10.417391304347825","1752071972482","1"
"Others-CCCPS119a","2016-11-19T13:31:00.000000000","546","2803","10.194791295041027","1752071972482","1"
"Broad Street","2016-11-19T14:04:00.000000000","274","690","10.397101449275363","1752071972482","1"
"Others-CCCPS98","2016-11-19T14:31:00.000000000","1098","3103","10.353851111827264","1752071972482","1"
"BHMNCPNST01","2016-11-19T11:31:00.000000000","241","485","10.496907216494845","1752071972482","1"
"Shopping","2016-11-19T14:31:00.000000000","1205","1920","10.627604166666666","1752071972482","1"
"BHMMBMMBX01","2016-11-19T13:31:00.000000000","477","687","10.694323144104803","1752071972482","1"
"Others-CCCPS202","2016-11-19T14:31:00.000000000","1077","2937","10.366700715015321","1752071972482","1"
"Others-CCCPS202","2016-11-19T15:04:00.000000000","1103","2937","10.375553285665646","1752071972482","1"
"Shopping","2016-11-19T13:31:00.000000000","1141","1920","10.594270833333333","1752071972482","1"
"Others-CCCPS119a","2016-11-19T13:04:00.000000000","546","2803","10.194791295041027","1752071972482","1"
"BHMNCPNST01","2016-11-19T14:31:00.000000000","390","485","10.804123711340207","1752071972482","1"
"Others-CCCPS202","2016-11-19T13:04:00.000000000","924","2937","10.314606741573034","1752071972482","1"
"Shopping","2016-11-19T14:04:00.000000000","1193","1920","10.621354166666666","1752071972482","1"
"Others-CCCPS8","2016-11-19T13:31:00.000000000","940","1322","10.711043872919818","1752071972482","1"
"Others-CCCPS98","2016-11-19T12:04:00.000000000","791","3103","10.254914598775379","1752071972482","1"
"Others-CCCPS105a","2016-11-19T12:04:00.000000000","1182","2009","10.588352414136386","1752071972482","1"
"Others-CCCPS119a","2016-11-19T14:04:00.000000000","556","2803","10.19835890117731","1752071972482","1"
"Others-CCCPS202","2016-11-19T12:31:00.000000000","904","2937","10.307797071842016","1752071972482","1"
"Others-CCCPS8","2016-11-19T12:04:00.000000000","798","1322","10.603630862329803","1752071972482","1"
"BHMNCPHST01","2016-11-19T13:31:00.000000000","547","1200","10.455833333333333","1752071972482","1"
"BHMNCPHST01","2016-11-19T14:31:00.000000000","595","1200","10.495833333333334","1752071972482","1"
"BHMBCCMKT01","2016-11-19T14:04:00.000000000","492","577","10.852686308492201","1752071972482","1"
"Shopping","2016-11-19T15:04:00.000000000","1204","1920","10.627083333333333","1752071972482","1"
"BHMNCPHST01","2016-11-19T13:04:00.000000000","522","1200","10.435","1752071972482","1"
"Others-CCCPS105a","2016-11-19T13:31:00.000000000","1417","2009","10.705326032852165","1752071972482","1"
"Others-CCCPS105a","2016-11-19T14:31:00.000000000","1562","2009","10.777501244400199","1752071972482","1"
"BHMMBMMBX01","2016-11-19T14:31:00.000000000","558","687","10.812227074235809","1752071972482","1"
"Others-CCCPS8","2016-11-19T14:31:00.000000000","1004","1322","10.75945537065053","1752071972482","1"
"Broad Street","2016-11-19T12:04:00.000000000","209","690","10.302898550724638","1752071972482","1"
"BHMNCPHST01","2016-11-19T12:31:00.000000000","461","1200","10.384166666666667","1752071972482","1"
"Others-CCCPS119a","2016-11-19T12:04:00.000000000","540","2803","10.192650731359258","1752071972482","1"
"BHMMBMMBX01","2016-11-19T14:04:00.000000000","520","687","10.756914119359534","1752071972482","1"
"Others-CCCPS105a","2016-11-19T14:04:00.000000000","1508","2009","10.750622200099553","1752071972482","1"
"Others-CCCPS202","2016-11-19T12:04:00.000000000","880","2937","10.299625468164795","1752071972482","1"
"BHMBCCMKT01","2016-11-19T13:31:00.000000000","429","577","10.743500866551127","1752071972482","1"
"BHMEURBRD01","2016-11-19T11:31:00.000000000","146","470","10.310638297872341","1752071972482","1"
"BHMBCCMKT01","2016-11-19T12:31:00.000000000","340","577","10.589254766031196","1752071972482","1"
"Others-CCCPS105a","2016-11-19T12:31:00.000000000","1253","2009","10.623693379790941","1752071972482","1"
"BHMBCCTHL01","2016-11-19T11:31:00.000000000","379","387","10.979328165374676","1752071972482","1"
"Broad Street","2016-11-19T12:31:00.000000000","216","690","10.31304347826087","1752071972482","1"
"BHMNCPNST01","2016-11-19T12:31:00.000000000","286","485","10.589690721649484","1752071972482","1"
"Others-CCCPS98","2016-11-19T15:31:00.000000000","1146","3103","10.369320012890752","1752071972482","1"
"Others-CCCPS98","2016-11-19T13:04:00.000000000","898","3103","10.289397357396068","1752071972482","1"
"Broad Street","2016-11-19T13:04:00.000000000","219","690","10.317391304347826","1752071972482","1"
"BHMNCPNST01","2016-11-19T15:04:00.000000000","413","485","10.851546391752578","1752071972482","1"
"BHMBCCMKT01","2016-11-19T15:04:00.000000000","482","577","10.835355285961871","1752071972482","1"
"BHMBCCTHL01","2016-11-19T13:31:00.000000000","402","387","11.03875968992248","1752071972482","1"
"Others-CCCPS202","2016-11-19T14:04:00.000000000","1055","2937","10.359210078311202","1752071972482","1"
"BHMMBMMBX01","2016-11-20T08:27:00.000000000","231","687","10.336244541484715","1752071972934","1"
"BHMNCPNST01","2016-11-19T15:31:00.000000000","411","485","10.847422680412372","1752071972934","1"
"Others-CCCPS8","2016-11-20T10:01:00.000000000","447","1322","10.338124054462934","1752071972934","1"
"Shopping","2016-11-19T16:04:00.000000000","1134","1920","10.590625","1752071972934","1"
"BHMMBMMBX01","2016-11-20T09:01:00.000000000","236","687","10.343522561863173","1752071972934","1"
"BHMBCCMKT01","2016-11-20T08:27:00.000000000","22","577","10.038128249566725","1752071972934","1"
"BHMBCCMKT01","2016-11-20T08:01:00.000000000","20","577","10.034662045060658","1752071972934","1"
"Others-CCCPS105a","2016-11-19T16:31:00.000000000","1497","2009","10.745146839223494","1752071972934","1"
"Shopping","2016-11-20T10:01:00.000000000","358","1920","10.186458333333333","1752071972934","1"
"Others-CCCPS202","2016-11-20T10:01:00.000000000","493","2937","10.167858358869594","1752071972934","1"
"Others-CCCPS105a","2016-11-20T08:01:00.000000000","571","2009","10.284221005475361","1752071972934","1"
"Others-CCCPS119a","2016-11-19T16:04:00.000000000","585","2803","10.208704958972529","1752071972934","1"
"Others-CCCPS119a","2016-11-20T08:01:00.000000000","131","2803","10.046735640385302","1752071972934","1"
"BHMBCCTHL01","2016-11-20T10:27:00.000000000","248","387","10.640826873385013","1752071972934","1"
"Others-CCCPS98","2016-11-19T16:04:00.000000000","1156","3103","10.37254270061231","1752071972934","1"
"Others-CCCPS135a","2016-11-20T09:01:00.000000000","688","3883","10.177182590780324","1752071972934","1"
"Others-CCCPS202","2016-11-20T08:01:00.000000000","385","2937","10.131086142322097","1752071972934","1"
"Others-CCCPS119a","2016-11-20T09:01:00.000000000","147","2803","10.052443810203354","1752071972934","1"
"BHMNCPNST01","2016-11-20T09:27:00.000000000","208","485","10.428865979381444","1752071972934","1"
"Others-CCCPS105a","2016-11-20T10:01:00.000000000","697","2009","10.346938775510203","1752071972934","1"
"BHMMBMMBX01","2016-11-19T16:04:00.000000000","560","687","10.81513828238719","1752071972934","1"
"Others-CCCPS119a","2016-11-20T08:27:00.000000000","137","2803","10.04887620406707","1752071972934","1"
"BHMBCCTHL01","2016-11-19T16:31:00.000000000","402","387","11.03875968992248","1752071972934","1"
"Others-CCCPS119a","2016-11-20T09:27:00.000000000","189","2803","10.067427755975741","1752071972934","1"
"Others-CCCPS202","2016-11-19T15:31:00.000000000","1109","2937","10.37759618658495","1752071972934","1"
"Others-CCCPS105a","2016-11-19T16:04:00.000000000","1560","2009","10.776505724240916","1752071972934","1"
"BHMEURBRD01","2016-11-20T08:01:00.000000000","41","470","10.087234042553192","1752071972934","1"
"Broad Street","2016-11-20T10:01:00.000000000","68","690","10.09855072463768","1752071972934","1"
"Broad Street","2016-11-20T08:01:00.000000000","57","690","10.082608695652175","1752071972934","1"
"BHMMBMMBX01","2016-11-20T10:01:00.000000000","250","687","10.363901018922853","1752071972934","1"
"BHMEURBRD01","2016-11-20T10:01:00.000000000","50","470","10.106382978723405","1752071972934","1"
"Others-CCCPS202","2016-11-20T08:27:00.000000000","386","2937","10.131426625808649","1752071972934","1"
"Shopping","2016-11-19T16:31:00.000000000","1034","1920","10.538541666666667","1752071972934","1"
"Others-CCCPS119a","2016-11-19T16:31:00.000000000","611","2803","10.217980734926863","1752071972934","1"
"BHMBCCMKT01","2016-11-19T16:31:00.000000000","431","577","10.746967071057192","1752071972934","1"
"BHMBCCTHL01","2016-11-19T15:31:00.000000000","388","387","11.002583979328165","1752071972934","1"
"Others-CCCPS135a","2016-11-20T10:01:00.000000000","782","3883","10.201390677311357","1752071972934","1"
"Broad Street","2016-11-20T09:01:00.000000000","59","690","10.085507246376812","1752071972934","1"
"BHMNCPNST01","2016-11-20T08:27:00.000000000","211","485","10.435051546391753","1752071972934","1"
"Others-CCCPS135a","2016-11-20T08:01:00.000000000","641","3883","10.165078547514808","1752071972934","1"
"BHMNCPNST01","2016-11-20T07:41:00.000000000","215","485","10.443298969072165","1752071972934","1"
"BHMNCPNST01","2016-11-19T16:04:00.000000000","406","485","10.837113402061856","1752071972934","1"
"BHMNCPHST01","2016-11-20T09:27:00.000000000","129","1200","10.1075","1752071972934","1"
"Others-CCCPS135a","2016-11-20T08:27:00.000000000","660","3883","10.169971671388103","1752071972934","1"
"BHMNCPHST01","2016-11-20T10:01:00.000000000","151","1200","10.125833333333333","1752071972934","1"
"Shopping","2016-11-20T08:27:00.000000000","284","1920","10.147916666666667","1752071972934","1"
"Others-CCCPS8","2016-11-20T08:01:00.000000000","339","1322","10.25642965204236","1752071972934","1"
"BHMBCCTHL01","2016-11-19T16:04:00.000000000","395","387","11.020671834625324","1752071972934","1"
"BHMNCPHST01","2016-11-20T08:14:00.000000000","97","1200","10.080833333333333","1752071972934","1"
"Others-CCCPS202","2016-11-20T09:01:00.000000000","393","2937","10.133810010214505","1752071972934","1"
"Others-CCCPS135a","2016-11-19T16:31:00.000000000","1861","3883","10.479268606747361","1752071972934","1"
"BHMEURBRD01","2016-11-20T09:01:00.000000000","42","470","10.08936170212766","1752071972934","1"
"BHMMBMMBX01","2016-11-19T16:31:00.000000000","531","687","10.77292576419214","1752071972934","1"
"BHMMBMMBX01","2016-11-20T08:01:00.000000000","232","687","10.337700145560408","1752071972934","1"
"BHMNCPNST01","2016-11-20T09:01:00.000000000","210","485","10.43298969072165","1752071972934","1"
"Others-CCCPS202","2016-11-19T16:31:00.000000000","1119","2937","10.38100102145046","1752071972934","1"
"Others-CCCPS135a","2016-11-20T09:27:00.000000000","717","3883","10.184651043007984","1752071972934","1"
"Others-CCCPS135a","2016-11-19T16:04:00.000000000","2014","3883","10.518671130569148","1752071972934","1"
"BHMBCCMKT01","2016-11-19T16:04:00.000000000","452","577","10.783362218370884","1752071972934","1"
"BHMBCCTHL01","2016-11-20T08:01:00.000000000","113","387","10.291989664082687","1752071972934","1"
"Others-CCCPS119a","2016-11-20T10:01:00.000000000","273","2803","10.097395647520514","1752071972934","1"
"BHMNCPNST01","2016-11-20T10:01:00.000000000","214","485","10.441237113402062","1752071972934","1"
"Others-CCCPS8","2016-11-20T08:27:00.000000000","339","1322","10.25642965204236","1752071972934","1"
"BHMBCCMKT01","2016-11-19T15:31:00.000000000","489","577","10.847487001733102","1752071972934","1"
"BHMMBMMBX01","2016-11-20T09:27:00.000000000","245","687","10.356622998544395","1752071972934","1"
"BHMEURBRD01","2016-11-19T16:31:00.000000000","275","470","10.585106382978724","1752071972934","1"
"Others-CCCPS105a","2016-11-20T09:27:00.000000000","626","2009","10.31159780985565","1752071972934","1"
"BHMBCCTHL01","2016-11-20T10:01:00.000000000","211","387","10.545219638242894","1752071972934","1"
"Others-CCCPS105a","2016-11-20T08:27:00.000000000","570","2009","10.28372324539572","1752071972934","1"
"Broad Street","2016-11-19T15:31:00.000000000","310","690","10.44927536231884","1752071972934","1"
"Broad Street","2016-11-19T16:31:00.000000000","327","690","10.47391304347826","1752071972934","1"
"BHMNCPNST01","2016-11-19T16:31:00.000000000","390","485","10.804123711340207","1752071972934","1"
"Others-CCCPS8","2016-11-20T09:01:00.000000000","345","1322","10.260968229954614","1752071972934","1"
"Others-CCCPS98","2016-11-20T10:01:00.000000000","526","3103","10.169513374154045","1752071972934","1"
"BHMBCCMKT01","2016-11-20T10:01:00.000000000","28","577","10.048526863084922","1752071972934","1"
"Others-CCCPS8","2016-11-19T16:04:00.000000000","1000","1322","10.75642965204236","1752071972934","1"
"Others-CCCPS8","2016-11-19T16:31:00.000000000","966","1322","10.730711043872919","1752071972934","1"
"Others-CCCPS8","2016-11-19T15:31:00.000000000","1023","1322","10.773827534039334","1752071972934","1"
"BHMBCCTHL01","2016-11-20T09:27:00.000000000","157","387","10.405684754521964","1752071972934","1"
"Others-CCCPS98","2016-11-20T08:01:00.000000000","465","3103","10.14985497905253","1752071972934","1"
"Others-CCCPS202","2016-11-19T16:04:00.000000000","1121","2937","10.381681988423562","1752071972934","1"
"Others-CCCPS8","2016-11-20T09:27:00.000000000","381","1322","10.288199697428139","1752071972934","1"
"BHMBCCMKT01","2016-11-20T09:27:00.000000000","24","577","10.04159445407279","1752071972934","1"
"BHMNCPHST01","2016-11-19T16:04:00.000000000","591","1200","10.4925","1752071972934","1"
"Others-CCCPS135a","2016-11-19T15:31:00.000000000","2130","3883","10.548544939479784","1752071972934","1"
"Others-CCCPS119a","2016-11-19T15:31:00.000000000","568","2803","10.202640028540849","1752071972934","1"
"Others-CCCPS98","2016-11-19T16:31:00.000000000","1130","3103","10.364163712536255","1752071972934","1"
"BHMBCCMKT01","2016-11-20T09:01:00.000000000","21","577","10.03639514731369","1752071972934","1"
"Others-CCCPS98","2016-11-20T09:01:00.000000000","469","3103","10.151144054141154","1752071972934","1"
"BHMNCPHST01","2016-11-20T09:01:00.000000000","105","1200","10.0875","1752071972934","1"
"Others-CCCPS98","2016-11-20T08:27:00.000000000","462","3103","10.148888172736061","1752071972934","1"
"BHMNCPHST01","2016-11-20T08:01:00.000000000","98","1200","10.081666666666667","1752071972934","1"
"Shopping","2016-11-20T08:01:00.000000000","273","1920","10.1421875","1752071972934","1"
"BHMNCPHST01","2016-11-19T16:31:00.000000000","552","1200","10.46","1752071972934","1"
"Others-CCCPS202","2016-11-20T09:27:00.000000000","425","2937","10.144705481784133","1752071972934","1"
"Broad Street","2016-11-19T16:04:00.000000000","327","690","10.47391304347826","1752071972934","1"
"Broad Street","2016-11-20T09:27:00.000000000","60","690","10.08695652173913","1752071972934","1"
"BHMBCCTHL01","2016-11-20T09:01:00.000000000","124","387","10.320413436692506","1752071972934","1"
"Broad Street","2016-11-20T08:27:00.000000000","58","690","10.084057971014493","1752071972934","1"
"BHMEURBRD01","2016-11-19T16:04:00.000000000","275","470","10.585106382978724","1752071972934","1"
"Others-CCCPS98","2016-11-20T09:27:00.000000000","485","3103","10.156300354495649","1752071972934","1"
"Others-CCCPS105a","2016-11-20T09:01:00.000000000","581","2009","10.289198606271777","1752071972934","1"
"Shopping","2016-11-20T09:01:00.000000000","300","1920","10.15625","1752071972934","1"
"BHMEURBRD01","2016-11-20T08:27:00.000000000","42","470","10.08936170212766","1752071972934","1"
"Shopping","2016-11-20T09:27:00.000000000","324","1920","10.16875","1752071972934","1"
"BHMBCCTHL01","2016-11-20T08:27:00.000000000","117","387","10.30232558139535","1752071972934","1"
"BHMEURBRD01","2016-11-20T09:27:00.000000000","43","470","10.091489361702127","1752071972934","1"
"BHMBCCTHL01","2016-11-20T12:01:00.000000000","402","387","11.03875968992248","1752071973394","1"
"BHMBCCTHL01","2016-11-20T11:27:00.000000000","367","387","10.948320413436692","1752071973394","1"
"Others-CCCPS105a","2016-11-20T13:07:00.000000000","1236","2009","10.615231458437034","1752071973394","1"
"Others-CCCPS98","2016-11-20T12:34:00.000000000","887","3103","10.285852400902353","1752071973394","1"
"Others-CCCPS135a","2016-11-20T13:07:00.000000000","1409","3883","10.362863765130054","1752071973394","1"
"Others-CCCPS202","2016-11-20T11:01:00.000000000","658","2937","10.224038134150494","1752071973394","1"
"BHMMBMMBX01","2016-11-20T11:01:00.000000000","255","687","10.37117903930131","1752071973394","1"
"Others-CCCPS98","2016-11-20T11:01:00.000000000","586","3103","10.188849500483403","1752071973394","1"
"Others-CCCPS202","2016-11-20T14:01:00.000000000","887","2937","10.30200885257065","1752071973394","1"
"BHMNCPNST01","2016-11-20T12:34:00.000000000","224","485","10.461855670103093","1752071973394","1"
"BHMNCPHST01","2016-11-20T12:34:00.000000000","309","1200","10.2575","1752071973394","1"
"Others-CCCPS105a","2016-11-20T14:01:00.000000000","1344","2009","10.668989547038327","1752071973394","1"
"BHMMBMMBX01","2016-11-20T11:27:00.000000000","283","687","10.41193595342067","1752071973394","1"
"BHMEURBRD01","2016-11-20T12:34:00.000000000","135","470","10.287234042553191","1752071973394","1"
"BHMNCPHST01","2016-11-20T12:01:00.000000000","265","1200","10.220833333333333","1752071973394","1"
"Others-CCCPS119a","2016-11-20T11:27:00.000000000","519","2803","10.185158758473065","1752071973394","1"
"BHMNCPHST01","2016-11-20T13:07:00.000000000","345","1200","10.2875","1752071973394","1"
"BHMBCCMKT01","2016-11-20T10:27:00.000000000","44","577","10.076256499133448","1752071973394","1"
"BHMEURBRD01","2016-11-20T10:27:00.000000000","67","470","10.142553191489363","1752071973394","1"
"Others-CCCPS135a","2016-11-20T14:01:00.000000000","1505","3883","10.38758691733196","1752071973394","1"
"BHMNCPNST01","2016-11-20T10:27:00.000000000","216","485","10.445360824742268","1752071973394","1"
"Others-CCCPS202","2016-11-20T13:27:00.000000000","835","2937","10.284303711270004","1752071973394","1"
"Others-CCCPS135a","2016-11-20T12:34:00.000000000","1267","3883","10.326294102498068","1752071973394","1"
"BHMBCCMKT01","2016-11-20T12:34:00.000000000","194","577","10.336221837088388","1752071973394","1"
"Others-CCCPS98","2016-11-20T11:27:00.000000000","655","3103","10.211086045762165","1752071973394","1"
"Broad Street","2016-11-20T11:01:00.000000000","115","690","10.166666666666666","1752071973394","1"
"BHMMBMMBX01","2016-11-20T12:34:00.000000000","351","687","10.510917030567686","1752071973394","1"
"Others-CCCPS105a","2016-11-20T12:01:00.000000000","1043","2009","10.519163763066203","1752071973394","1"
"BHMBCCTHL01","2016-11-20T12:34:00.000000000","402","387","11.03875968992248","1752071973394","1"
"BHMBCCMKT01","2016-11-20T12:01:00.000000000","163","577","10.282495667244367","1752071973394","1"
"Others-CCCPS135a","2016-11-20T13:27:00.000000000","1444","3883","10.371877414370331","1752071973394","1"
"BHMBCCTHL01","2016-11-20T14:01:00.000000000","402","387","11.03875968992248","1752071973394","1"
"Others-CCCPS105a","2016-11-20T10:27:00.000000000","741","2009","10.368840219014436","1752071973394","1"
"BHMNCPNST01","2016-11-20T11:01:00.000000000","216","485","10.445360824742268","1752071973394","1"
"BHMBCCMKT01","2016-11-20T13:07:00.000000000","246","577","10.426343154246101","1752071973394","1"
"Shopping","2016-11-20T11:01:00.000000000","420","1920","10.21875","1752071973394","1"
"Others-CCCPS8","2016-11-20T12:01:00.000000000","738","1322","10.558245083207261","1752071973394","1"
"BHMNCPHST01","2016-11-20T11:27:00.000000000","225","1200","10.1875","1752071973394","1"
"Others-CCCPS202","2016-11-20T12:34:00.000000000","776","2937","10.2642151855635","1752071973394","1"
"Others-CCCPS8","2016-11-20T14:01:00.000000000","894","1322","10.67624810892587","1752071973394","1"
"BHMBCCTHL01","2016-11-20T13:07:00.000000000","402","387","11.03875968992248","1752071973394","1"
"Others-CCCPS119a","2016-11-20T12:01:00.000000000","622","2803","10.221905101676775","1752071973394","1"
"Others-CCCPS98","2016-11-20T10:27:00.000000000","553","3103","10.178214631002255","1752071973394","1"
"Shopping","2016-11-20T13:07:00.000000000","662","1920","10.344791666666667","1752071973394","1"
"Others-CCCPS135a","2016-11-20T12:01:00.000000000","1168","3883","10.300798351789853","1752071973394","1"
"Others-CCCPS8","2016-11-20T13:27:00.000000000","866","1322","10.655068078668684","1752071973394","1"
"Broad Street","2016-11-20T10:27:00.000000000","85","690","10.123188405797102","1752071973394","1"
"BHMNCPHST01","2016-11-20T14:01:00.000000000","388","1200","10.323333333333334","1752071973394","1"
"Shopping","2016-11-20T10:27:00.000000000","381","1920","10.1984375","1752071973394","1"
"Others-CCCPS8","2016-11-20T12:34:00.000000000","784","1322","10.59304084720121","1752071973394","1"
"Others-CCCPS135a","2016-11-20T11:27:00.000000000","1047","3883","10.269636878702034","1752071973394","1"
"Broad Street","2016-11-20T14:01:00.000000000","237","690","10.343478260869565","1752071973394","1"
"Others-CCCPS119a","2016-11-20T13:07:00.000000000","843","2803","10.300749197288619","1752071973394","1"
"Shopping","2016-11-20T12:01:00.000000000","541","1920","10.281770833333333","1752071973394","1"
"Others-CCCPS98","2016-11-20T13:07:00.000000000","1082","3103","10.348694811472768","1752071973394","1"
"Others-CCCPS202","2016-11-20T11:27:00.000000000","709","2937","10.241402791964589","1752071973394","1"
"BHMBCCTHL01","2016-11-20T11:01:00.000000000","327","387","10.844961240310077","1752071973394","1"
"Others-CCCPS119a","2016-11-20T10:27:00.000000000","337","2803","10.120228326792722","1752071973394","1"
"Shopping","2016-11-20T11:27:00.000000000","480","1920","10.25","1752071973394","1"
"Broad Street","2016-11-20T13:27:00.000000000","191","690","10.276811594202899","1752071973394","1"
"BHMBCCMKT01","2016-11-20T11:27:00.000000000","128","577","10.221837088388215","1752071973394","1"
"BHMMBMMBX01","2016-11-20T12:01:00.000000000","305","687","10.44395924308588","1752071973394","1"
"Others-CCCPS8","2016-11-20T11:27:00.000000000","659","1322","10.498487140695914","1752071973394","1"
"Broad Street","2016-11-20T12:01:00.000000000","142","690","10.205797101449276","1752071973394","1"
"BHMBCCMKT01","2016-11-20T11:01:00.000000000","95","577","10.164644714038129","1752071973394","1"
"BHMEURBRD01","2016-11-20T11:01:00.000000000","98","470","10.208510638297872","1752071973394","1"
"BHMNCPNST01","2016-11-20T13:07:00.000000000","238","485","10.490721649484536","1752071973394","1"
"BHMEURBRD01","2016-11-20T12:01:00.000000000","126","470","10.268085106382978","1752071973394","1"
"Others-CCCPS8","2016-11-20T13:07:00.000000000","833","1322","10.630105900151285","1752071973394","1"
"Broad Street","2016-11-20T13:07:00.000000000","174","690","10.252173913043478","1752071973394","1"
"Broad Street","2016-11-20T11:27:00.000000000","122","690","10.1768115942029","1752071973394","1"
"BHMEURBRD01","2016-11-20T13:27:00.000000000","171","470","10.363829787234042","1752071973394","1"
"Shopping","2016-11-20T14:01:00.000000000","717","1920","10.3734375","1752071973394","1"
